id,age,race,married,never_married,grade,collgrad,south,smsa,city,industry,occupation,union,wage,hours,exp,tenure
2708,40,white,single,1,12,not college grad,1,SMSA,1,Public Administration,Household workers,union,7,40,17,12
2709,37,white,married,0,13,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,14,40,16,8
2710,35,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,5,40,11,6
2711,38,white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7,35,13,12
2712,37,white,single,0,12,not college grad,1,SMSA,1,Personal Services,Sales,nonunion,4,32,8,1
2713,34,white,married,0,6,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,3,25,6,3
2715,41,white,married,0,14,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5,20,16,3
2716,39,white,single,1,17,college grad,1,SMSA,1,Public Administration,Sales,union,14,42,19,19
2717,37,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,6,40,13,11
2719,43,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,7,36,19,11
2722,38,white,single,0,13,not college grad,1,SMSA,1,Public Administration,Managers/admin,union,6,40,9,1
2723,37,white,single,1,11,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,nonunion,4,44,17,10
2724,43,white,single,0,17,college grad,1,SMSA,1,Professional Services,Other,nonunion,10,40,17,17
2725,40,white,married,0,14,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,9,40,18,5
2730,39,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,3,15,8,3
2734,36,white,married,0,16,college grad,1,SMSA,1,Construction,Managers/admin,nonunion,11,45,15,8
2735,34,white,married,0,17,college grad,1,SMSA,1,Business/Repair Svc,Managers/admin,nonunion,11,38,12,6
2737,36,white,single,0,12,not college grad,0,SMSA,0,Mining,Sales,,40,40,12,2
2739,41,black,married,0,15,not college grad,1,SMSA,1,Professional Services,Professional/technical,union,5,40,14,10
2741,39,black,married,0,17,college grad,1,SMSA,0,Professional Services,Other,nonunion,9,45,15,3
2742,41,black,married,0,11,not college grad,1,SMSA,1,Business/Repair Svc,Laborers,,3,18,14,0
2743,38,black,single,1,13,not college grad,1,SMSA,1,Personal Services,Sales,union,4,40,8,8
2745,41,black,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,7,40,19,14
2746,36,black,single,1,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,6,40,16,1
2752,44,white,married,0,18,college grad,1,SMSA,1,Professional Services,Sales,nonunion,6,30,15,7
2753,38,white,single,1,18,college grad,1,SMSA,1,Public Administration,Managers/admin,nonunion,12,50,18,14
2757,36,black,single,0,12,not college grad,1,SMSA,1,Professional Services,Professional/technical,union,4,38,15,4
2760,34,white,married,0,12,not college grad,1,SMSA,0,Construction,Laborers,nonunion,8,2,9,1
2761,36,white,single,1,17,college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,10,48,16,2
2762,36,white,single,0,14,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,7,32,14,2
2764,43,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,8,24,13,8
2769,34,black,single,0,12,not college grad,1,SMSA,1,Transport/Comm/Utility,Laborers,nonunion,5,45,3,1
2771,39,white,single,0,12,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,6,40,14,10
2772,37,white,single,0,11,not college grad,1,SMSA,1,Personal Services,Craftsmen,nonunion,5,40,11,1
2777,37,black,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,4,40,16,2
2780,44,black,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,3,40,14,4
2782,39,black,married,0,16,college grad,1,SMSA,1,Professional Services,Sales,,2,15,6,1
2786,35,black,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7,40,12,12
2787,39,white,married,0,17,college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,15,55,17,4
2790,40,white,married,0,12,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,9,35,19,8
2792,43,white,married,0,16,college grad,1,SMSA,0,Construction,Sales,nonunion,30,10,15,1
2794,36,white,married,0,16,college grad,1,SMSA,0,Public Administration,Sales,nonunion,10,40,14,12
2796,44,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,6,40,19,5
2801,37,white,single,1,17,college grad,0,SMSA,0,Professional Services,Other,nonunion,7,40,15,8
2806,35,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5,40,9,3
2815,36,black,single,0,17,college grad,1,SMSA,0,Professional Services,Other,union,10,50,12,9
2816,39,black,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,9,40,21,21
2818,41,black,single,0,15,not college grad,0,SMSA,1,Professional Services,Sales,union,5,39,10,4
2820,35,black,single,0,12,not college grad,0,SMSA,0,Construction,Managers/admin,nonunion,12,40,16,14
2823,39,white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,union,10,50,16,9
2825,40,black,single,0,14,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,8,38,15,11
2826,35,black,married,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,2,40,1,1
2830,38,black,single,1,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,,4,35,14,0
2831,37,black,single,0,8,not college grad,1,SMSA,0,Business/Repair Svc,Laborers,nonunion,3,40,3,2
2834,37,black,single,0,12,not college grad,1,SMSA,0,Entertainment/Rec Svc,Laborers,nonunion,3,35,2,0
2835,40,black,married,0,12,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,8,40,18,3
2845,36,black,single,0,14,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,8,38,12,4
2846,37,black,single,1,9,not college grad,1,SMSA,0,Professional Services,Operatives,nonunion,5,40,10,8
2848,41,black,single,0,16,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,14,38,18,17
2849,43,white,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,3,45,17,1
2853,45,black,married,0,9,not college grad,1,SMSA,1,Personal Services,Transport,nonunion,4,20,12,1
2857,41,black,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,4,40,18,2
2858,41,black,single,0,11,not college grad,1,SMSA,0,Public Administration,Craftsmen,nonunion,6,40,11,3
2864,45,black,married,0,18,college grad,1,SMSA,1,Professional Services,Other,union,12,40,18,16
2865,38,black,single,1,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,2,25,8,2
2868,34,white,single,0,14,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,7,40,15,11
2869,35,white,single,0,16,college grad,1,SMSA,1,Transport/Comm/Utility,Managers/admin,nonunion,15,40,8,8
2870,37,black,married,0,10,not college grad,1,SMSA,1,Manufacturing,Operatives,union,4,40,17,4
2872,35,black,single,0,18,college grad,0,SMSA,1,Manufacturing,Clerical/unskilled,nonunion,12,45,13,4
2874,35,black,single,1,6,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3,35,5,4
2875,34,black,single,1,7,not college grad,1,SMSA,0,Personal Services,Laborers,nonunion,6,40,7,0
2876,44,black,married,0,8,not college grad,1,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,4,52,11,3
2877,43,black,married,0,9,not college grad,1,SMSA,1,Manufacturing,Operatives,union,4,40,17,4
2878,45,black,single,0,11,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,6,40,15,4
2880,40,white,married,0,8,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,3,40,9,2
2883,35,black,married,0,11,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,5,40,7,4
2886,38,black,married,0,17,college grad,1,SMSA,1,Public Administration,Sales,union,11,40,13,10
2892,35,black,married,0,12,not college grad,1,SMSA,1,Public Administration,Laborers,nonunion,5,40,13,13
2893,36,black,married,0,18,college grad,1,SMSA,1,Professional Services,Other,nonunion,9,40,14,12
2894,34,black,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,union,5,40,8,4
2895,42,black,single,1,12,not college grad,0,SMSA,1,Public Administration,Sales,union,9,38,7,3
2896,35,black,married,0,12,not college grad,1,SMSA,1,Manufacturing,Craftsmen,nonunion,12,45,16,16
2899,37,white,married,0,17,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,14,45,14,14
2900,42,white,single,0,12,not college grad,1,SMSA,0,Public Administration,Sales,,8,40,15,13
2901,40,white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,union,5,20,11,9
2904,42,white,married,0,16,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,5,35,15,2
2905,37,white,married,0,17,college grad,0,SMSA,1,Business/Repair Svc,Professional/technical,nonunion,17,45,14,9
2908,36,white,single,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,6,35,17,0
2910,39,white,single,0,14,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,8,40,14,2
2911,40,white,married,0,15,not college grad,0,SMSA,0,Public Administration,Professional/technical,,10,40,15,3
2912,37,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,9,25,14,10
2913,36,white,single,0,13,not college grad,1,SMSA,0,Entertainment/Rec Svc,Sales,nonunion,12,45,14,14
2914,41,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,11,35,17,2
2915,42,white,married,0,18,college grad,1,SMSA,1,Public Administration,Professional/technical,,14,50,15,6
2917,42,white,married,0,16,college grad,1,SMSA,0,Professional Services,Professional/technical,union,7,8,10,3
2918,40,white,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,4,10,6,1
2919,44,white,married,0,12,not college grad,1,SMSA,1,Business/Repair Svc,Sales,nonunion,5,24,7,0
2921,40,white,married,0,14,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,8,40,10,2
2925,40,black,single,1,0,not college grad,1,SMSA,0,Business/Repair Svc,Sales,nonunion,3,30,5,1
2927,39,white,married,0,17,college grad,0,SMSA,0,Professional Services,Sales,,6,22,13,7
2932,38,white,single,0,16,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,12,40,14,5
2934,37,white,single,0,14,not college grad,0,SMSA,0,Professional Services,Managers/admin,union,12,40,18,7
2936,37,white,single,1,18,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10,45,18,8
2939,45,white,married,0,12,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,nonunion,12,37,15,11
2940,41,white,married,0,12,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,12,40,17,6
2942,36,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,17,32,12,0
2943,39,white,single,0,17,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,9,38,12,12
2945,40,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3,40,11,3
2946,44,white,married,0,11,not college grad,1,SMSA,0,Personal Services,Laborers,,4,56,6,1
2949,38,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5,40,26,16
2951,34,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4,35,8,4
2954,44,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4,40,14,12
2955,36,white,single,0,14,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,7,35,12,11
2957,40,white,married,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2,70,6,
2958,41,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4,30,12,2
2960,45,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,6,40,21,19
2967,45,white,married,0,13,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,11,40,19,6
2969,36,white,married,0,16,college grad,1,SMSA,0,Business/Repair Svc,Professional/technical,nonunion,6,20,14,0
2971,42,white,single,0,12,not college grad,1,nonSMSA,0,Construction,Sales,nonunion,5,44,14,3
2972,36,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,5,40,13,6
2973,35,white,married,0,13,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,5,40,14,4
2976,35,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3,40,3,1
2977,40,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,33,48,11,1
2978,39,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,6,40,17,5
2979,38,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4,40,17,3
2984,44,white,single,0,9,not college grad,0,SMSA,1,Manufacturing,Operatives,union,9,70,19,1
2985,44,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,5,36,9,8
2988,35,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,union,9,40,12,4
2998,35,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4,8,5,2
2999,37,white,married,0,13,not college grad,1,SMSA,0,Construction,Sales,nonunion,8,40,10,5
3000,42,white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,5,48,17,17
3001,41,white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,union,8,40,18,14
3004,38,black,single,0,8,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5,40,15,8
3008,39,black,married,0,9,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3,40,15,11
3015,37,black,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,10,40,19,19
3016,38,black,married,0,16,college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,15,40,14,10
3020,35,white,single,1,16,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,11,35,15,11
3023,39,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,6,40,9,3
3026,36,black,single,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3,40,18,0
3027,35,black,single,1,17,college grad,1,nonSMSA,0,Professional Services,Sales,,3,20,7,
3028,41,black,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3,40,13,10
3035,42,white,married,0,17,college grad,1,SMSA,1,Professional Services,Other,nonunion,5,60,8,8
3036,39,white,married,0,18,college grad,1,SMSA,0,Professional Services,Other,nonunion,13,40,13,9
3037,35,white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,nonunion,5,1,6,1
3038,39,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,6,20,7,0
3040,39,black,single,0,10,not college grad,1,SMSA,0,Manufacturing,Service,,4,40,15,15
3042,39,black,single,1,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,5,40,17,14
3043,37,black,single,1,12,not college grad,1,SMSA,0,Manufacturing,Professional/technical,union,16,40,19,9
3044,44,white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,7,48,23,23
3045,43,white,married,0,11,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6,48,20,6
3046,44,black,single,0,12,not college grad,1,SMSA,0,Professional Services,Sales,,4,35,13,9
3047,35,black,single,1,14,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,9,40,14,14
3048,38,black,single,0,11,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,union,3,40,12,10
3049,39,white,married,0,16,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,11,33,15,3
3050,42,white,married,0,10,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,6,40,16,0
3052,39,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5,40,12,3
3056,45,black,single,0,9,not college grad,1,SMSA,1,Manufacturing,Sales,union,14,45,17,0
3058,37,white,married,0,12,not college grad,1,SMSA,0,Personal Services,Sales,nonunion,6,40,12,1
3059,40,white,married,0,17,college grad,1,SMSA,1,Ag/Forestry/Fisheries,Sales,nonunion,11,7,14,1
3060,42,black,married,0,8,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3,30,10,10
3061,42,white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,7,42,9,7
3062,35,white,single,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6,40,18,1
3063,36,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,7,40,10,1
3065,34,white,single,1,13,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,5,55,13,6
3066,44,white,married,0,16,college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,10,40,16,11
3069,36,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,6,28,9,2
3070,35,white,married,0,12,not college grad,1,SMSA,1,Business/Repair Svc,Sales,,4,20,14,3
3072,41,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,,3,18,14,2
3073,36,white,married,0,7,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4,37,11,5
3078,45,black,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,union,16,35,12,8
3079,35,black,single,1,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3,40,14,14
3090,38,black,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3,22,7,0
3095,38,black,married,0,6,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,5,40,13,3
3096,35,black,married,0,11,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4,35,10,9
3097,42,black,married,0,8,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2,37,7,4
3098,37,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,,4,24,11,3
3099,44,black,single,0,8,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4,35,10,4
3106,39,black,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,4,30,16,10
3107,36,black,single,1,9,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5,40,11,11
3108,39,black,married,0,18,college grad,1,SMSA,1,Professional Services,Other,union,9,45,17,17
3111,35,black,single,1,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,,4,40,2,0
3114,43,black,single,1,14,not college grad,0,SMSA,1,Public Administration,Sales,union,9,40,16,7
3115,41,black,married,0,12,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,4,40,19,18
3116,39,black,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,8,65,6,2
3118,43,white,married,0,9,not college grad,1,SMSA,0,Manufacturing,Operatives,union,8,40,19,19
3119,41,white,married,0,13,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,10,40,27,8
3120,41,black,single,0,9,not college grad,1,nonSMSA,0,Entertainment/Rec Svc,Laborers,nonunion,3,40,5,0
3122,44,black,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,9,40,21,21
3127,38,white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,nonunion,11,45,20,3
3132,35,white,single,0,16,college grad,1,nonSMSA,0,Entertainment/Rec Svc,Managers/admin,nonunion,9,41,17,17
3133,36,white,married,0,14,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,8,40,18,4
3135,39,black,married,0,12,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,6,40,14,14
3138,45,white,married,0,16,college grad,1,SMSA,1,Professional Services,Professional/technical,union,5,60,10,10
3144,37,black,single,1,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,5,32,15,15
3145,36,black,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,5,40,15,15
3148,37,black,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,3,40,9,5
3151,41,black,single,1,12,not college grad,1,SMSA,1,Personal Services,Laborers,nonunion,5,42,17,3
3156,42,black,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,5,40,10,4
3157,40,black,single,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,5,40,18,17
3158,38,black,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4,40,10,1
3159,43,white,married,0,18,college grad,0,SMSA,0,,Other,union,13,40,12,5
3164,35,black,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,11,40,14,12
3166,44,black,married,0,10,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,3,12,11,0
3169,35,white,married,0,12,not college grad,1,SMSA,0,Personal Services,Laborers,nonunion,5,37,15,4
3170,39,white,single,0,9,not college grad,1,nonSMSA,0,Personal Services,Laborers,nonunion,4,55,14,3
3171,40,white,single,1,12,not college grad,1,nonSMSA,0,Manufacturing,Craftsmen,nonunion,7,43,18,13
3172,40,white,single,0,12,not college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,15,35,19,19
3173,43,white,single,0,10,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6,40,9,9
3174,40,black,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Laborers,,4,20,13,2
3175,40,white,single,1,16,college grad,0,SMSA,1,Public Administration,Professional/technical,nonunion,11,40,16,14
3179,34,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8,40,15,4
3181,36,white,married,0,17,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,11,35,13,10
3182,43,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,6,40,20,16
3185,35,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,,7,40,9,1
3186,37,black,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,union,7,45,13,11
3188,42,black,single,1,13,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,3,40,17,10
3189,37,black,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,7,48,11,3
3191,35,black,married,0,9,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7,40,14,12
3195,44,black,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5,42,19,16
3197,37,black,married,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2,24,13,10
3198,40,black,married,0,9,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,4,8,10,1
3199,37,black,single,0,12,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,1,35,4,
3200,40,black,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,6,15,8,3
3202,38,white,single,0,15,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,9,45,15,1
3203,38,white,married,0,11,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,5,48,14,12
3204,45,white,single,0,18,college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,12,40,18,18
3205,38,black,married,0,9,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,4,40,14,5
3208,40,black,married,0,12,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5,40,13,13
3209,36,black,single,1,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2,25,9,2
3211,36,black,married,0,8,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,4,43,10,3
3212,42,black,married,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4,30,14,9
3214,42,black,single,1,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,nonunion,5,40,17,
3215,44,black,married,0,12,not college grad,1,nonSMSA,0,Personal Services,Sales,nonunion,4,20,9,9
3217,37,black,single,0,13,not college grad,1,SMSA,1,Transport/Comm/Utility,Operatives,union,8,20,6,3
3218,41,black,single,0,12,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,5,40,17,9
3219,38,white,married,0,18,college grad,0,SMSA,1,Professional Services,Managers/admin,nonunion,12,50,13,5
3222,44,black,single,1,17,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,9,52,20,20
3227,39,black,single,0,9,not college grad,1,nonSMSA,0,Personal Services,Transport,,3,12,10,3
3228,36,black,single,1,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,union,3,38,15,15
3229,44,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3,40,2,1
3231,40,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3,30,10,10
3232,35,white,married,0,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5,45,17,13
3235,43,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,8,40,17,17
3236,43,black,married,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3,40,15,7
3238,39,black,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,,2,40,13,3
3239,36,black,single,0,11,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4,40,8,1
3240,38,black,single,1,10,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,3,40,9,4
3243,35,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,6,40,17,7
3245,34,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,3,35,9,3
3246,43,white,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3,40,6,2
3247,41,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4,23,9,0
3248,45,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,3,25,4,2
3250,36,white,single,0,9,not college grad,0,nonSMSA,0,Professional Services,Laborers,,40,40,4,2
3252,40,white,married,0,9,not college grad,1,nonSMSA,0,Personal Services,Transport,nonunion,2,28,3,1
3253,36,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,40,40,15,3
3255,42,white,married,0,17,college grad,1,SMSA,0,Professional Services,Other,union,7,50,14,9
3256,39,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4,45,12,7
3258,38,white,married,0,16,college grad,1,SMSA,1,Professional Services,Other,union,7,50,17,6
3259,35,white,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,7,40,7,5
3260,38,white,single,0,12,not college grad,1,nonSMSA,0,,,nonunion,3,10,5,1
3263,36,white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,4,40,14,12
3264,36,white,married,0,10,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4,40,10,7
3266,39,black,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3,28,6,1
3268,40,black,married,0,10,not college grad,0,SMSA,1,Manufacturing,Operatives,union,11,40,7,3
3270,37,black,married,0,13,not college grad,1,SMSA,0,Public Administration,Sales,,5,40,15,7
